primerid	coef	ci.hi	ci.lo	P	celltype	FDR
APH1A	0.001084075	0.002470173	-0.000302024	0.453512901	OPC	0.558374169
APH1B	-0.0008145	0.0022553	-0.0038843	0.613214891	OPC	0.697296841
API5	-0.000498502	0.002486648	-0.003483652	0.084113359	OPC	0.164733875
APIP	0.003329939	0.0042331	0.002426778	0.000172421	OPC	0.001317968
APLF	0.001307801	0.002884514	-0.000268912	0.425995199	OPC	0.532130888
APLP1	-0.000572968	0.002031506	-0.003177442	0.283219417	OPC	0.397642815
APLP2	0.001917643	0.005077923	-0.001242638	0.029730704	OPC	0.076997748
APMAP	-0.000241034	0.002035225	-0.002517293	0.365568834	OPC	0.477035334
APOD	0.018800575	0.024889419	0.01271173	1.6931E-19	OPC	1.24875E-17
APOE	0.00347437	0.004134422	0.002814317	1.1725E-05	OPC	0.000130901
APOL2	0.002655835	0.003020326	0.002291345	1.3443E-07	OPC	2.4271E-06
APOL6	-0.002155016	0.001099104	-0.005409136	0.047152634	OPC	0.109071531
APOLD1	0.00226782	0.002607568	0.001928073	0.000268804	OPC	0.0019173
APOO	0.000866247	0.003280149	-0.001547655	0.238491383	OPC	0.350904235
APOOL	0.002264177	0.003514417	0.001013937	0.000314614	OPC	0.002187783
APP	0.015348551	0.02313213	0.007564972	0.000160612	OPC	0.001244161
APPBP2	-0.005535576	-0.000141673	-0.010929478	0.044021803	OPC	0.103319838
APPL1	0.00201426	0.004475362	-0.000446842	0.025598535	OPC	0.068922192
APPL2	-0.014557312	-0.007612346	-0.021502278	9.62741E-06	OPC	0.000109601
APTX	0.001867237	0.004220031	-0.000485557	0.311109043	OPC	0.425343916
AQR	-0.002578074	0.001844509	-0.007000657	0.001779176	OPC	0.008864444
AR	0.000701023	0.002368711	-0.000966665	0.292651365	OPC	0.407583751
ARAP1	0.003275517	0.004061863	0.00248917	0.000306646	OPC	0.002143118
ARAP2	0.013131275	0.019086465	0.007176086	0.00018279	OPC	0.001383496
ARCN1	0.000283462	0.00204019	-0.001473266	0.332771264	OPC	0.445730907
AREL1	-0.000782725	0.002085137	-0.003650587	0.079389593	OPC	0.158451454
ARF1	-0.002077194	0.001792093	-0.00594648	0.096441472	OPC	0.181968421
ARF4	-0.004291837	-5.90414E-05	-0.008524633	0.001928424	OPC	0.009461968
ARF5	-0.002197441	0.000810923	-0.005205805	0.000148072	OPC	0.001159978
ARFGAP1	0.003098123	0.005639115	0.00055713	0.064288459	OPC	0.136973535
ARFGAP2	0.000836353	0.003153449	-0.001480744	0.710701164	OPC	0.7770527
ARFGAP3	-0.004155021	0.000222532	-0.008532574	0.000899852	OPC	0.005194567
ARFGEF1	0.004828453	0.009614061	4.28456E-05	0.0727699	OPC	0.149168089
ARFGEF2	-0.008913005	-0.002633341	-0.015192668	1.55173E-06	OPC	2.14733E-05
ARFGEF3	0.003889174	0.009869253	-0.002090906	0.357435184	OPC	0.469888658
ARFIP1	-0.005325827	0.000133294	-0.010784949	0.006684487	OPC	0.025068498
ARFRP1	0.001031476	0.002533657	-0.000470704	0.262288827	OPC	0.376334528
ARGLU1	-0.001608661	0.004488225	-0.007705547	0.307920205	OPC	0.422734808
ARHGAP1	0.002430259	0.004394302	0.000466216	0.150495333	OPC	0.251115317
ARHGAP10	0.00333411	0.008960358	-0.002292138	0.492966217	OPC	0.59202954
ARHGAP12	-0.001970714	0.00311181	-0.007053238	0.189387647	OPC	0.296355816
ARHGAP17	-0.004412381	0.0005373	-0.009362061	0.037898749	OPC	0.092420691
ARHGAP20	0.001425228	0.005672691	-0.002822235	0.271542774	OPC	0.386254832
ARHGAP21	0.010364122	0.01735859	0.003369655	0.006682382	OPC	0.025068498
ARHGAP22	-0.011136133	-0.004602863	-0.017669402	0.001347996	OPC	0.007139539
ARHGAP23	-0.004850769	-9.42786E-05	-0.009607259	0.013375316	OPC	0.042654583
ARHGAP26	-0.005595821	-0.000110118	-0.011081524	0.024567093	OPC	0.066924815
ARHGAP31	0.001598483	0.008326852	-0.005129886	0.205230728	OPC	0.314723432
ARHGAP32	-0.000357905	0.0063624	-0.00707821	0.936622708	OPC	0.951907661
ARHGAP33	0.00306569	0.003409014	0.002722365	1.17823E-07	OPC	2.15533E-06
ARHGAP35	-0.006282748	-0.000601821	-0.011963676	0.023302567	OPC	0.064416547
ARHGAP39	-0.001147785	0.00176491	-0.004060481	0.024645558	OPC	0.06705952
ARHGAP42	0.021559815	0.026320587	0.016799043	6.24257E-12	OPC	2.25415E-10
ARHGAP44	-0.003236005	0.001137702	-0.007609712	0.167468239	OPC	0.272101547
ARHGAP5	-0.007189084	-0.00081743	-0.013560737	0.025537201	OPC	0.068834421
ARHGAP6	0.001264305	0.004806934	-0.002278324	0.760659624	OPC	0.815471343
ARHGDIA	0.002684318	0.004094912	0.001273724	0.030033455	OPC	0.077568753
ARHGEF1	0.001848743	0.003627016	7.047E-05	0.13910535	OPC	0.23713238
ARHGEF10	-0.016315641	0.008705588	-0.04133687	1.24516E-06	OPC	1.75818E-05
ARHGEF10L	9.36116E-05	0.002607539	-0.002420316	0.051430257	OPC	0.116372706
ARHGEF11	0.00211521	0.00562055	-0.00139013	0.076900989	OPC	0.154958126
ARHGEF12	-0.000643158	0.004961523	-0.006247839	0.782519773	OPC	0.83310958
ARHGEF17	-0.000131887	0.002406647	-0.002670421	0.953661702	OPC	0.965357947
ARHGEF2	-0.002513612	0.001186525	-0.006213749	0.222029602	OPC	0.333260712
ARHGEF26	0.002810728	0.005198886	0.00042257	0.113489428	OPC	0.204581956
ARHGEF28	0.002274876	0.00352682	0.001022932	0.033335076	OPC	0.083918693
ARHGEF3	-0.006354527	-0.00040284	-0.012306214	0.004659427	OPC	0.019103376
ARHGEF4	-0.001107619	0.005268771	-0.007484008	0.224556974	OPC	0.335456476
ARHGEF40	0.00112398	0.002807137	-0.000559178	0.241686188	OPC	0.35485183
ARHGEF6	-0.007091297	-0.000904328	-0.013278265	0.037436614	OPC	0.091509838
ARHGEF7	0.003186833	0.008750426	-0.00237676	0.553805101	OPC	0.645842012
ARHGEF9	-0.001874768	0.003154804	-0.00690434	0.730216012	OPC	0.791276589
ARID1A	-0.006513466	-0.000609583	-0.012417348	0.026620952	OPC	0.070849542
ARID1B	0.013217021	0.021018826	0.005415215	0.001369412	OPC	0.00722537
ARID2	-0.004390753	0.001982887	-0.010764392	0.045471747	OPC	0.105932669
ARID4A	-0.002126822	0.002827447	-0.007081092	0.005159052	OPC	0.02076393
ARID4B	0.006039761	0.011402478	0.000677044	0.087171314	OPC	0.16933559
ARID5A	-0.000526636	0.00239474	-0.003448011	0.017409015	OPC	0.052069329
ARID5B	0.007211542	0.009978365	0.004444719	5.77826E-05	OPC	0.000515581
ARIH1	-1.96927E-05	0.005599264	-0.00563865	0.344959607	OPC	0.458178654
ARIH2	0.001202552	0.00445477	-0.002049666	0.671874388	OPC	0.745455277
ARL1	-0.000788659	0.00144355	-0.003020868	0.109368462	OPC	0.198889006
ARL10	-0.002215551	0.001410154	-0.005841256	0.28176923	OPC	0.396288326
ARL13B	-0.00277746	0.00113386	-0.006688779	0.090878155	OPC	0.174579731
ARL14EP	-0.004648056	-0.000150392	-0.00914572	0.020120777	OPC	0.057810752
ARL15	-0.003543	0.002707561	-0.00979356	0.501673872	OPC	0.599466556
ARL17A	-0.005754374	-0.001002169	-0.01050658	0.003688142	OPC	0.015941327
ARL17B	-0.075527465	-0.067382343	-0.083672587	2.89168E-67	OPC	2.22756E-64
ARL2BP	0.002911549	0.004308628	0.001514471	0.014973032	OPC	0.046467337
ARL3	-0.002052595	0.001675277	-0.005780467	0.461899957	OPC	0.565986639
ARL4A	0.000519785	0.002135988	-0.001096418	0.801752639	OPC	0.849671514
ARL5A	0.00064363	0.002719816	-0.001432556	0.748705061	OPC	0.806897589
ARL5B	0.000586044	0.002261216	-0.001089128	0.340948236	OPC	0.453811459
ARL6	-0.001952799	0.001269579	-0.005175176	0.167776922	OPC	0.272475382
ARL6IP1	-0.247569118	-0.17975708	-0.315381157	2.45868E-32	OPC	4.60704E-30
ARL6IP4	0.003740636	0.00522139	0.002259883	0.004622607	OPC	0.018963629
ARL6IP5	0.000844685	0.003663458	-0.001974088	0.338191727	OPC	0.451428347
ARL6IP6	0.001014687	0.003214316	-0.001184943	0.185632067	OPC	0.292630086
ARL8A	0.001006509	0.00284243	-0.000829412	0.234472886	OPC	0.346394884
ARL8B	0.004151636	0.006202263	0.00210101	0.012828724	OPC	0.041619814
ARMC1	0.002206533	0.00290314	0.001509926	0.003151405	OPC	0.01402355
ARMC10	-0.001330247	0.00147435	-0.004134844	0.089454125	OPC	0.172657418
ARMC2	0.000455616	0.003266153	-0.00235492	0.414373453	OPC	0.522021352
ARMC8	0.002432628	0.007589757	-0.002724501	0.671034183	OPC	0.745136098
ARMC9	-0.004518326	0.000204024	-0.009240676	0.022159493	OPC	0.062094556
ARMCX3	0.000891318	0.002481475	-0.000698839	0.022291768	OPC	0.062393551
ARMCX4	-0.005322345	0.00024525	-0.01088994	0.014075105	OPC	0.044305398
ARMH3	-0.00261475	0.00238794	-0.00761744	0.540936879	OPC	0.635431274
ARMH4	-0.001383386	0.003763305	-0.006530076	0.380868801	OPC	0.491143551
ARNT	-0.00333622	0.001016163	-0.007688604	0.198587026	OPC	0.307119691
ARNT2	-0.004401695	0.002371935	-0.011175325	0.272175679	OPC	0.386756379
ARNTL	-0.004702693	6.02939E-05	-0.009465679	0.024566756	OPC	0.066924815
ARPC2	-0.003382103	0.000873858	-0.007638064	0.176404815	OPC	0.281605937
ARPC3	-0.002263799	0.001147238	-0.005674836	0.007762346	OPC	0.028060086
ARPC5	-0.00248304	0.000830001	-0.00579608	0.030181462	OPC	0.077816317
ARPP19	-0.002672499	0.001412651	-0.006757649	0.094129165	OPC	0.179266535
ARPP21	0.014003216	0.02147764	0.006528792	0.000186257	OPC	0.001407784
ARRDC3	0.003233073	0.004515988	0.001950157	0.006008508	OPC	0.023207233
ARRDC4	0.000242197	0.002831551	-0.002347157	0.152511126	OPC	0.253615982
ARSA	0.002065525	0.002743387	0.001387663	0.010709018	OPC	0.036146845
ARSB	-0.00021696	0.004356355	-0.004790275	0.016492294	OPC	0.049908805
ARVCF	-0.001304075	0.001634815	-0.004242964	0.157439235	OPC	0.259949087
ASAH1	-0.006127297	-0.001157064	-0.011097529	0.004582059	OPC	0.018830715
ASAP1	0.025405446	0.033524299	0.017286593	1.07969E-14	OPC	5.27147E-13
ASAP2	0.002210249	0.00495888	-0.000538382	0.148443447	OPC	0.248709139
ASAP3	0.001122919	0.0029611	-0.000715263	0.150335603	OPC	0.250909181
ASB3	-0.004208053	0.000555576	-0.008971683	0.00145252	OPC	0.007520779
ASB7	-5.1392E-05	0.002039919	-0.002142703	0.194822281	OPC	0.30223828
ASCC1	0.001364513	0.003800692	-0.001071665	0.595161228	OPC	0.681912542
ASCC2	-0.001080568	0.001854186	-0.004015322	0.470445342	OPC	0.573703331
ASCC3	-0.000217973	0.005698985	-0.006134932	0.995570007	OPC	0.996432346
ASCL1	0.003653269	0.00648532	0.000821218	0.000862186	OPC	0.005023137
ASH1L	-0.016794995	-0.010366626	-0.023223365	8.71347E-07	OPC	1.30476E-05
ASH2L	-0.002905868	0.000808223	-0.00661996	0.138230463	OPC	0.236249394
ASIC1	0.006471463	0.00841936	0.004523567	5.89293E-05	OPC	0.0005245
ASIC2	-0.014064751	-0.006593961	-0.021535541	4.96868E-08	OPC	9.94981E-07
ASIC4	0.00705817	0.009361257	0.004755084	7.12467E-05	OPC	0.000617442
ASNS	0.002797929	0.003849729	0.001746129	0.004063041	OPC	0.017159337
ASPH	0.003009849	0.008848993	-0.002829295	0.601669133	OPC	0.687437722
ASPSCR1	0.001565205	0.00291491	0.0002155	0.161169423	OPC	0.264595693
ASRGL1	-0.004700051	-8.86457E-05	-0.009311456	0.013829366	OPC	0.043794658
ASTN1	0.00089027	0.007789724	-0.006009184	0.968244548	OPC	0.976839269
ASTN2	-0.004397015	-0.000217266	-0.008576763	0.03686176	OPC	0.090528722
ASXL1	0.001787794	0.00619242	-0.002616832	0.314860762	OPC	0.429625991
ASXL2	-0.002131318	0.002354362	-0.006616998	0.304486478	OPC	0.41893327
ASXL3	0.003622957	0.006704372	0.000541543	0.101642667	OPC	0.188621149
ATAD1	-0.002951447	0.001546428	-0.007449322	0.049434986	OPC	0.112889577
ATAD2	0.000389911	0.001969429	-0.001189608	0.900735772	OPC	0.925429921
ATAD2B	-0.004887546	0.001185842	-0.010960934	0.156773677	OPC	0.259035248
ATAD3B	0.000314266	0.002160572	-0.00153204	0.696215033	OPC	0.76568192
ATAT1	0.001811448	0.003670213	-4.73164E-05	0.288050325	OPC	0.403282088
ATCAY	-0.001192293	0.003702897	-0.006087483	0.435352697	OPC	0.541302053
ATE1	-8.76935E-05	0.005572867	-0.005748254	0.715580219	OPC	0.780049946
ATF1	-0.003241663	0.00072166	-0.007204986	0.080998534	OPC	0.160228082
ATF2	0.005088366	0.008280001	0.001896732	0.024998739	OPC	0.067752194
ATF4	0.001533919	0.002857886	0.000209952	0.120579446	OPC	0.213914355
ATF6	0.00213516	0.005906467	-0.001636147	0.586259749	OPC	0.674388392
ATF6B	0.000332085	0.003104461	-0.00244029	0.002891122	OPC	0.013143704
ATF7IP	-0.001306704	0.004219257	-0.006832664	0.520686104	OPC	0.616552819
ATF7IP2	-0.010071092	-0.003589355	-0.016552829	7.74611E-05	OPC	0.000663009
ATG10	0.00541906	0.008051122	0.002786998	0.002639869	OPC	0.012209614
ATG12	-0.000937539	0.001973393	-0.003848471	0.007865862	OPC	0.028336894
ATG13	-1.95529E-05	0.003047697	-0.003086802	0.991873723	OPC	0.993880694
ATG14	0.000161821	0.002302911	-0.001979269	0.333493215	OPC	0.446525388
ATG16L1	-0.002377151	0.001012883	-0.005767184	0.215362586	OPC	0.325792889
ATG16L2	0.002954388	0.003582015	0.002326761	8.80071E-05	OPC	0.000743183
ATG2B	-0.002398753	0.002843545	-0.007641052	0.601287168	OPC	0.687114544
ATG4B	0.004380185	0.005292892	0.003467478	7.78985E-06	OPC	9.0921E-05
ATG4C	0.004445026	0.006734656	0.002155396	0.000339977	OPC	0.002338352
ATG5	-0.003538317	0.001030384	-0.008107019	0.001634599	OPC	0.008288625
ATG7	-0.000581442	0.004987301	-0.006150186	0.561638183	OPC	0.652890262
ATIC	0.000175142	0.002422807	-0.002072522	0.986927635	OPC	0.990069352
ATL1	-3.7474E-05	0.004102166	-0.004177113	0.63875576	OPC	0.718911312
ATL2	-0.000246019	0.003038249	-0.003530288	0.167260973	OPC	0.271892222
ATL3	0.000609642	0.002129998	-0.000910713	0.14978734	OPC	0.250174808
ATM	0.000820543	0.005680889	-0.004039802	0.213211307	OPC	0.323385253
ATMIN	-0.001165579	0.001196933	-0.003528091	0.458548648	OPC	0.562974638
ATN1	0.001639708	0.004231472	-0.000952057	0.047814664	OPC	0.11027913
ATOH8	0.002065121	0.003030138	0.001100103	0.034495905	OPC	0.086028817
ATOX1	-0.001228846	0.001348396	-0.003806089	0.13261997	OPC	0.22843584
ATP10B	-0.001910683	0.004854061	-0.008675427	0.854086745	OPC	0.888026754
ATP10D	0.002726244	0.005183891	0.000268597	0.193264173	OPC	0.300541118
ATP11A	-0.007062953	-0.001469855	-0.01265605	0.00137678	OPC	0.007253417
ATP11B	-0.001655905	0.002808468	-0.006120278	0.094945084	OPC	0.180393057
ATP11C	0.000805454	0.00295423	-0.001343322	0.76413801	OPC	0.817935591
ATP13A1	0.001391066	0.002597484	0.000184648	0.103948573	OPC	0.191982007
ATP13A2	0.000469052	0.002725149	-0.001787045	0.900947519	OPC	0.92551032
ATP13A3	-0.003272626	0.001668717	-0.008213968	0.022728522	OPC	0.063385696
ATP13A4	0.002317166	0.009388335	-0.004754003	0.806207716	OPC	0.852958659
ATP13A5	0.003271224	0.0045371	0.002005349	0.005208606	OPC	0.020921938
ATP1A1	-0.005946425	0.000250049	-0.0121429	0.00020279	OPC	0.001511765
ATP1A2	-0.001463708	0.004020472	-0.006947887	0.836243895	OPC	0.874989273
ATP1B1	-0.002685169	0.001779116	-0.007149454	0.016223647	OPC	0.049376008
ATP1B2	0.014902247	0.016914436	0.012890058	2.06682E-13	OPC	8.84521E-12
ATP1B3	-0.007277338	-0.001755745	-0.012798931	4.33328E-06	OPC	5.43267E-05
ATP2A2	-0.00041474	0.004729381	-0.005558862	0.337108699	OPC	0.450583114
ATP2B1	-0.002757197	0.00405347	-0.009567864	0.521983722	OPC	0.617772814
ATP2B2	-0.002641709	0.002471865	-0.007755284	0.298375085	OPC	0.412571692
ATP2B4	0.002699406	0.009055245	-0.003656432	0.660856815	OPC	0.73613758
ATP2C1	0.007780888	0.011764946	0.00379683	0.00087849	OPC	0.005096711
ATP2C2	-0.008986166	-0.002779517	-0.015192815	0.000675619	OPC	0.004119673
ATP5F1A	0.003082932	0.003962091	0.002203773	0.000477403	OPC	0.003099099
ATP5F1B	0.003398317	0.004820031	0.001976603	1.13107E-06	OPC	1.62019E-05
ATP5F1C	-0.000110334	0.003090257	-0.003310925	0.138498146	OPC	0.236479765
ATP5F1D	0.003730074	0.004504347	0.002955801	3.27702E-05	OPC	0.000318202
ATP5F1E	-3.08701E-05	0.001939925	-0.002001666	4.37388E-05	OPC	0.000405946
ATP5IF1	0.000250033	0.002002166	-0.001502099	0.00012176	OPC	0.000980447
ATP5MC1	0.000422174	0.001982756	-0.001138408	0.004452963	OPC	0.018431278
ATP5MC2	0.002181659	0.00465898	-0.000295663	0.075120877	OPC	0.152425643
ATP5MC3	-0.0007966	0.001339477	-0.002932678	0.327093541	OPC	0.441280311
ATP5ME	0.001742638	0.001956905	0.001528372	2.62261E-08	OPC	5.6119E-07
ATP5MG	-0.003149796	0.000809768	-0.00710936	0.001135954	OPC	0.006215918
ATP5PB	0.000405791	0.002056675	-0.001245093	0.002930523	OPC	0.013284388
ATP5PF	-0.001979406	0.001166827	-0.005125639	5.73695E-05	OPC	0.000512555
ATP6AP1	0.001325287	0.003748247	-0.001097672	0.003852881	OPC	0.016499088
ATP6AP2	-0.00219673	0.001215064	-0.005608524	0.000708754	OPC	0.004291521
ATP6V0A1	-0.000801876	0.004265476	-0.005869227	0.586870975	OPC	0.674440997
ATP6V0A2	-0.004590238	-2.74583E-05	-0.009153019	0.000126448	OPC	0.001009982
ATP6V0B	0.000395468	0.003886052	-0.003095116	0.002406279	OPC	0.011356522
ATP6V0C	NA	NA	NA	1.28495E-08	OPC	2.87372E-07
ATP6V0D1	0.000705511	0.002808441	-0.001397418	0.665861062	OPC	0.740522095
ATP6V0E1	-0.006753555	-0.001545376	-0.011961734	4.29055E-05	OPC	0.000399281
ATP6V0E2	-0.00536975	-0.000287307	-0.010452194	0.034542352	OPC	0.086082719
ATP6V1A	-0.000221147	0.003118504	-0.003560797	0.061334897	OPC	0.132563096
ATP6V1B2	0.002256848	0.004222145	0.000291551	0.053101889	OPC	0.119182711
ATP6V1C1	-0.001276934	0.002179503	-0.00473337	0.243137706	OPC	0.356379221
ATP6V1D	-0.001440165	0.001324149	-0.00420448	0.079503697	OPC	0.158456332
ATP6V1E1	-0.002903943	0.000622478	-0.006430364	0.006598284	OPC	0.024902504
ATP6V1F	-0.000626306	0.001218108	-0.00247072	0.00146262	OPC	0.007550518
ATP6V1G1	-0.004711273	-0.000342142	-0.009080403	2.52736E-05	OPC	0.000254901
ATP6V1H	-0.002666197	0.002121149	-0.007453542	0.495271409	OPC	0.594274261
ATP8A1	0.000333961	0.006264802	-0.00559688	0.491255937	OPC	0.590990355
ATP8A2	-0.016000597	-0.008514575	-0.023486619	2.66211E-06	OPC	3.51551E-05
ATP8B1	-0.002522909	0.000743726	-0.005789544	0.010829258	OPC	0.036517143
ATP8B2	0.000385378	0.002501202	-0.001730446	0.001002373	OPC	0.005631645
ATP9A	-0.006335713	-0.000586715	-0.012084712	0.023637937	OPC	0.065109979
ATP9B	-0.007792681	-0.001258614	-0.014326747	0.014931491	OPC	0.046359169
ATPAF1	-0.000445497	0.002610666	-0.003501659	0.05666271	OPC	0.124520084
ATR	-0.003060715	0.001831724	-0.007953155	0.145862506	OPC	0.245452611
ATRN	-0.014667117	-0.007619326	-0.021714909	3.00307E-06	OPC	3.92836E-05
ATRNL1	-0.005614904	-0.001590513	-0.009639294	0.018992459	OPC	0.055377869
ATRX	-0.003272745	0.003545885	-0.010091375	0.052939656	OPC	0.118972653
ATXN1	0.003279469	0.010537793	-0.003978856	0.33046075	OPC	0.443750606
ATXN10	-0.002703286	0.003713899	-0.00912047	0.553755349	OPC	0.645842012
ATXN2	-0.008907323	-0.002231141	-0.015583504	0.006508338	OPC	0.024666803
ATXN2L	0.001131856	0.003171196	-0.000907483	0.631167921	OPC	0.712105321
ATXN3	-0.003896461	0.000711233	-0.008504154	0.127692209	OPC	0.222882701
ATXN7	-0.003484564	0.000684757	-0.007653885	0.03659097	OPC	0.090064898
ATXN7L1	-0.004676743	0.000202037	-0.009555522	0.06669257	OPC	0.140327645
ATXN7L3B	-0.001536151	0.001539017	-0.004611318	0.299331581	OPC	0.413317237
AUH	0.001389219	0.006250459	-0.003472021	0.585573623	OPC	0.673822726
AUP1	0.00348686	0.003790448	0.003183272	2.63309E-13	OPC	1.10638E-11
AURKAIP1	0.000893825	0.002032265	-0.000244616	0.056663208	OPC	0.124520084
AUTS2	0.01456259	0.018869854	0.010255326	1.02661E-06	OPC	1.50892E-05
AVEN	-0.000437119	0.002227558	-0.003101795	0.941410157	OPC	0.955467226
AVL9	0.00182999	0.005713686	-0.002053707	0.684448368	OPC	0.755601499
AZGP1	0.001333408	0.002806271	-0.000139455	0.136946454	OPC	0.234610189
AZI2	0.002761916	0.003936623	0.001587209	0.009553394	OPC	0.032935694
AZIN1	-0.000819787	0.0023591	-0.003998675	0.166590692	OPC	0.271120486
B2M	-0.02454132	-0.014831879	-0.034250761	9.264E-39	OPC	2.37879E-36
B3GALNT1	-0.00084982	0.001490783	-0.003190423	0.0253509	OPC	0.068468646
B3GALNT2	-0.000833209	0.001886257	-0.003552675	0.701871031	OPC	0.769948079
B3GAT1	-0.000648141	0.003798011	-0.005094294	0.958112155	OPC	0.969155467
B3GAT2	0.004798228	0.006577569	0.003018887	0.001421598	OPC	0.007421642
B3GAT3	0.002339958	0.004315522	0.000364393	0.091698954	OPC	0.175718311
B3GNT7	-0.005486465	-0.000567075	-0.010405854	0.000200428	OPC	0.001498997
B4GALNT4	0.006277666	0.007664918	0.004890415	3.90169E-06	OPC	4.94523E-05
B4GALT2	0.000222376	0.002219312	-0.00177456	0.904821684	OPC	0.927840369
B4GALT5	0.000365964	0.003453841	-0.002721913	0.865538352	OPC	0.896843132
B4GALT6	-0.004261112	0.000922416	-0.009444641	0.072703958	OPC	0.149168089
B4GAT1	0.001463643	0.003058429	-0.000131144	0.020796667	OPC	0.059188543
BAALC	-0.004474738	0.002166968	-0.011116445	0.29398578	OPC	0.408867285
BABAM2	0.004300776	0.010341418	-0.001739866	0.378608768	OPC	0.48917156
BACE1	-0.000727037	0.002384674	-0.003838747	0.535808047	OPC	0.630688827
BACH1	-0.005580313	0.000360018	-0.011520643	0.085344163	OPC	0.166532812
BACH2	-0.005400091	0.001389537	-0.01218972	0.105168641	OPC	0.193455608
BAG4	-0.001750632	0.001294181	-0.004795446	0.107541279	OPC	0.196516523
BAG6	0.00133337	0.002481338	0.000185402	0.225885667	OPC	0.337024103
BAHCC1	-0.000619855	0.002024619	-0.00326433	0.026084105	OPC	0.069864515
BAIAP2	-0.001077672	0.002033512	-0.004188856	0.41288265	OPC	0.520741389
BAMBI	0.00194914	0.003109584	0.000788697	5.70322E-07	OPC	8.8855E-06
BANF1	0.001295513	0.001816914	0.000774112	0.006102136	OPC	0.023490345
BANP	0.00254544	0.0036689	0.00142198	0.014806785	OPC	0.04611095
BARD1	-0.001280037	0.002273557	-0.004833632	0.719388838	OPC	0.783216522
BASP1	-2.91599E-05	0.005212803	-0.005271122	0.006148256	OPC	0.023641632
BAZ1A	-0.000248665	0.002149204	-0.002646535	0.949286298	OPC	0.962193261
BAZ1B	-0.013362288	-0.005953703	-0.020770873	1.58345E-06	OPC	2.18687E-05
BAZ2A	-0.001837857	0.001943918	-0.005619633	0.515108927	OPC	0.611934577
BAZ2B	-0.003108913	0.003510185	-0.009728012	0.641774907	OPC	0.720904963
BBIP1	0.000467486	0.002348344	-0.001413371	0.042007859	OPC	0.099739893
BBS2	-0.00051312	0.004939084	-0.005965325	0.419855766	OPC	0.526891656
BBS4	-0.002906483	0.001018559	-0.006831525	0.212999743	OPC	0.323205782
BBS7	-0.004814946	-0.000186775	-0.009443117	0.001366728	OPC	0.007222197
BBS9	0.003007138	0.00926379	-0.003249515	0.633189779	OPC	0.713921734
BBX	0.002840514	0.009062692	-0.003381664	0.656407804	OPC	0.732594222
BCAN	0.034994675	0.041095617	0.028893734	4.45653E-19	OPC	3.15277E-17
BCAP29	0.001053653	0.003953703	-0.001846397	0.497928565	OPC	0.596330779
BCAP31	0.000370009	0.002548188	-0.001808169	0.114857894	OPC	0.20645833
BCAR1	0.000900906	0.0037855	-0.001983688	0.791072185	OPC	0.840536929
BCAS1	0.007056581	0.013817285	0.000295877	0.000844092	OPC	0.004955196
