primerid	coef	ci.hi	ci.lo	P
ARMC2	-0.051517891	-0.04607904	0.04607904	2.5476E-77
ARMC8	0.003364071	0.008534639	-0.008534639	2.27041E-07
ARMC9	-0.083471395	-0.076765652	0.076765652	4.4346E-133
ARMCX3	-0.006419892	-0.003223763	0.003223763	9.86669E-09
ARMCX4	-0.041036515	-0.036324109	0.036324109	5.33258E-69
ARMH1	1.15089E-05	0.002852609	-0.002852609	6.98702E-07
ARMH3	-0.018225919	-0.012659497	0.012659497	2.73979E-11
ARMH4	0.010209331	0.014567704	-0.014567704	3.36971E-07
ARNT	-0.003994527	6.37832E-05	-6.37832E-05	3.6487E-08
ARNT2	-0.119970574	-0.1110174	0.1110174	4.6312E-152
ARNTL	-0.006051189	-0.001337919	0.001337919	1.24233E-11
ARNTL2	-0.037523966	-0.033009335	0.033009335	2.52016E-64
ARPC2	-0.002327078	0.001814756	-0.001814756	1.0608E-06
ARPC3	-0.008532838	-0.005492063	0.005492063	1.21004E-08
ARPC5	0.005551696	0.008541687	-0.008541687	1.37837E-07
ARPP19	-0.020162196	-0.012421312	0.012421312	5.47559E-09
ARPP21	-0.156941537	-0.146706671	0.146706671	1.7281E-198
ARRB1	0.014535541	0.01805913	-0.01805913	3.51083E-33
ARRB2	0.012399714	0.015067217	-0.015067217	1.0271E-18
ARRDC3	-0.001846708	0.001245432	-0.001245432	5.73051E-08
ARSA	0.012031926	0.014900786	-0.014900786	1.47752E-23
ARSB	-0.03498166	-0.030585822	0.030585822	8.13105E-55
ARSG	-0.035898879	-0.032638008	0.032638008	2.8504E-113
ART3	-0.012833724	-0.00964401	0.00964401	1.80862E-14
ASAH1	0.001155291	0.004405471	-0.004405471	0.00208602
ASAP1	-0.080407961	-0.071569285	0.071569285	3.33374E-70
ASAP2	-0.039042	-0.034495832	0.034495832	6.98683E-66
ASB3	0.186249391	0.190156636	-0.190156636	0
ASB7	-0.008084569	-0.005261328	0.005261328	1.26183E-09
ASCC1	-0.003629892	-0.000166012	0.000166012	0.007183643
ASCC3	-0.074927254	-0.067399271	0.067399271	1.68788E-84
ASH1L	-0.063531628	-0.054733149	0.054733149	6.3069E-46
ASH2L	-0.004842953	-0.002030407	0.002030407	1.88724E-09
ASIC1	0.037930405	0.041165781	-0.041165781	2.0162E-115
ASIC2	-0.182395269	-0.171734779	0.171734779	1.2371E-244
ASNS	-0.07284826	-0.069092427	0.069092427	0
ASPH	-0.008603968	-0.001759677	0.001759677	3.02567E-15
ASPHD1	-0.019836616	-0.01628444	0.01628444	1.62822E-29
ASPSCR1	0.021274621	0.024149097	-0.024149097	2.28115E-56
ASTN1	-0.06345727	-0.054274285	0.054274285	4.7708E-43
ASTN2	-0.042409134	-0.032455355	0.032455355	5.01715E-23
ASXL1	-0.005937512	-0.000753282	0.000753282	0.00014191
ASXL2	-0.002105866	0.001746269	-0.001746269	4.57274E-06
ASXL3	-0.043551909	-0.036462747	0.036462747	1.89522E-33
ATAD1	-0.006477077	-0.00160931	0.00160931	3.24156E-13
ATAD2	-0.005031711	-0.001727059	0.001727059	1.1195E-09
ATAD2B	-0.016304726	-0.011587646	0.011587646	2.6042E-13
ATAD3B	0.01707134	0.020500791	-0.020500791	1.11145E-32
ATCAY	0.003449461	0.009254503	-0.009254503	0.005854028
ATE1	-0.02172744	-0.01551871	0.01551871	1.00922E-11
ATF1	-0.002936978	0.000242614	-0.000242614	0.046492843
ATF2	-0.000906763	0.005037055	-0.005037055	6.10989E-09
ATF4	0.000893897	0.003924518	-0.003924518	0.001382111
ATF6	-0.011395494	-0.00570268	0.00570268	2.65911E-06
ATF6B	-0.013502427	-0.010274683	0.010274683	2.52015E-20
ATF7IP	-0.024350217	-0.018509464	0.018509464	2.92803E-24
ATF7IP2	-0.021899011	-0.0171643	0.0171643	1.09417E-21
ATG10	-0.034991425	-0.030553016	0.030553016	8.94387E-56
ATG12	-0.002107133	0.001316748	-0.001316748	3.36795E-10
ATG13	0.024551925	0.028697445	-0.028697445	7.2644E-49
ATG14	-0.005768166	-0.002914378	0.002914378	7.87979E-09
ATG16L1	0.010097221	0.012919779	-0.012919779	3.30004E-13
ATG2B	-0.014196344	-0.008966013	0.008966013	3.98131E-10
ATG4B	0.026659932	0.030674823	-0.030674823	2.2693E-47
ATG4C	-0.001718297	0.002529961	-0.002529961	1.2957E-08
ATG5	-0.03248804	-0.027116661	0.027116661	1.51036E-32
ATG7	-0.07192439	-0.064058221	0.064058221	7.38873E-71
ATL1	-0.008387014	-0.002530708	0.002530708	3.41162E-06
ATL2	0.013411432	0.018215629	-0.018215629	1.15708E-19
ATM	-0.009107658	-0.003477714	0.003477714	2.16269E-08
ATMIN	0.004905315	0.008136244	-0.008136244	1.23283E-05
ATN1	0.054556003	0.059704244	-0.059704244	2.1242E-103
ATP10D	-0.000765677	0.002107018	-0.002107018	0.003249709
ATP11A	-0.031057908	-0.026695661	0.026695661	2.18773E-45
ATP11B	-0.02062288	-0.015574004	0.015574004	3.00111E-20
ATP13A1	0.013767112	0.016926388	-0.016926388	1.97882E-21
ATP13A2	0.020464262	0.024774914	-0.024774914	1.06242E-19
ATP13A3	-0.008576124	-0.004110945	0.004110945	1.6138E-09
ATP1A1	0.002928679	0.009784088	-0.009784088	3.58736E-06
ATP1B1	-0.014647792	-0.005575933	0.005575933	3.26666E-18
ATP1B2	0.049584425	0.053469238	-0.053469238	5.4345E-136
ATP1B3	-0.036085895	-0.031607052	0.031607052	4.52442E-57
ATP2A2	-0.031741934	-0.024472131	0.024472131	5.40825E-18
ATP2B1	-0.088193441	-0.078605625	0.078605625	1.48894E-75
ATP2B2	-0.186930358	-0.177701549	0.177701549	0
ATP2B3	-0.000536511	0.002798858	-0.002798858	0.802397522
ATP2B4	-0.009995169	-0.003703322	0.003703322	5.4272E-12
ATP2C1	-0.004467365	0.00273804	-0.00273804	1.13578E-05
ATP5F1A	0.008348875	0.011990571	-0.011990571	3.46116E-08
ATP5F1B	0.0048905	0.00939372	-0.00939372	0.000136207
ATP5F1C	0.011552533	0.014756356	-0.014756356	5.304E-28
ATP5F1D	0.105221619	0.109548668	-0.109548668	0
ATP5F1E	0.061130037	0.064719749	-0.064719749	2.352E-246
ATP5IF1	-0.00528013	-0.001705867	0.001705867	0.001079506
ATP5MC1	0.009711011	0.012562307	-0.012562307	9.08789E-11
ATP5MC2	0.032119415	0.036100604	-0.036100604	2.14583E-57
ATP5MC3	-0.003519789	-0.000605059	0.000605059	0.000288821
ATP5ME	0.111109385	0.114545522	-0.114545522	0
ATP5MG	0.001156502	0.005558903	-0.005558903	6.03761E-06
ATP5PF	0.018258571	0.021131924	-0.021131924	2.87216E-37
ATP6AP1	0.012017873	0.015769197	-0.015769197	1.96648E-11
ATP6AP2	-0.01435064	-0.010865623	0.010865623	1.0831E-15
ATP6V0A1	-0.013646749	-0.005518065	0.005518065	1.48222E-23
ATP6V0A2	-0.004943596	-0.002433927	0.002433927	2.93909E-07
ATP6V0B	0.045212677	0.050634938	-0.050634938	7.19227E-62
ATP6V0C	0.152677717	0.15643638	-0.15643638	0
ATP6V0D1	0.047702547	0.051742074	-0.051742074	8.0502E-120
ATP6V0E1	-0.004449739	-0.001307575	0.001307575	0.002073478
ATP6V0E2	0.032978748	0.037226514	-0.037226514	6.31344E-70
ATP6V1A	-0.013124969	-0.007862792	0.007862792	3.20086E-07
ATP6V1B2	0.00923696	0.015460547	-0.015460547	0.000694938
ATP6V1C1	0.00676556	0.011588166	-0.011588166	1.12029E-14
ATP6V1D	0.001067659	0.004198298	-0.004198298	8.20323E-11
ATP6V1E1	-0.001718675	0.002881953	-0.002881953	0.071816393
ATP6V1F	0.002278284	0.005417242	-0.005417242	3.07129E-09
ATP6V1G1	-0.011064548	-0.007541455	0.007541455	8.94052E-11
ATP6V1H	-0.078770217	-0.071021724	0.071021724	2.73422E-92
ATP8A1	-0.035218586	-0.02573282	0.02573282	4.7122E-23
ATP8A2	-0.114250117	-0.105460257	0.105460257	1.0547E-143
ATP8B1	-0.039058363	-0.035100851	0.035100851	1.81098E-88
ATP8B2	-0.010275672	-0.007021333	0.007021333	1.08616E-12
ATP8B4	-0.007151697	-0.003701893	0.003701893	1.19165E-07
ATP9A	-0.014953671	-0.007377238	0.007377238	1.23983E-10
ATP9B	-0.113154061	-0.10538356	0.10538356	9.235E-181
ATPAF1	-0.001186596	0.002658873	-0.002658873	2.34135E-05
ATPAF2	-0.006238304	-0.003531958	0.003531958	1.38395E-09
ATR	-0.054900912	-0.049312883	0.049312883	5.20183E-84
ATRN	-0.058521543	-0.052808432	0.052808432	2.3902E-90
ATRNL1	-0.181146734	-0.172845531	0.172845531	0
ATRX	-0.08502957	-0.076071979	0.076071979	4.82281E-85
ATXN1	-0.023659065	-0.014273107	0.014273107	9.02031E-13
ATXN10	-0.053564906	-0.046543994	0.046543994	1.56601E-50
ATXN2	-0.059311048	-0.051744939	0.051744939	7.74748E-53
ATXN2L	0.017101957	0.02071667	-0.02071667	3.95793E-25
ATXN3	-0.006746714	-0.00287084	0.00287084	3.29671E-07
ATXN7L1	-0.063082883	-0.056088493	0.056088493	4.65782E-70
ATXN7L3	0.020461575	0.024838316	-0.024838316	1.75117E-35
ATXN7L3B	0.007175576	0.010835728	-0.010835728	0.000202828
AUH	-0.039251134	-0.032834517	0.032834517	9.57762E-36
AUP1	0.042229927	0.045651763	-0.045651763	8.1652E-131
AUTS2	-0.038708555	-0.031254898	0.031254898	2.253E-40
AVEN	-0.001485911	0.001290064	-0.001290064	0.047762282
AVL9	-0.030429327	-0.024146622	0.024146622	4.70198E-23
AXIN1	-0.003182103	4.52636E-05	-4.52636E-05	0.001053819
AZI2	0.006205726	0.009393842	-0.009393842	6.82238E-09
AZIN1	0.000974063	0.005058599	-0.005058599	5.44739E-09
AZIN2	0.006750455	0.009993967	-0.009993967	1.05788E-05
B3GALNT2	0.002619918	0.005398688	-0.005398688	0.093201053
B3GALT2	0.013795693	0.016627522	-0.016627522	3.53076E-22
B3GAT1	0.0010231	0.00606115	-0.00606115	0.000298186
B3GAT3	0.027161073	0.030624659	-0.030624659	1.17899E-56
B3GLCT	-0.011661933	-0.006889832	0.006889832	2.51619E-08
B4GALNT1	0.023415677	0.026912676	-0.026912676	2.9641E-39
B4GALNT3	-0.006033715	-0.002070781	0.002070781	3.04609E-08
B4GALNT4	0.032620678	0.037360691	-0.037360691	8.40314E-44
B4GALT5	0.001914515	0.006732743	-0.006732743	0.003145752
B4GALT6	-0.031773189	-0.026420877	0.026420877	3.81028E-37
B4GAT1	0.015917852	0.019513054	-0.019513054	3.034E-20
BAALC	-0.034586055	-0.028700503	0.028700503	9.992E-38
BABAM2	-0.111347958	-0.103273497	0.103273497	4.5573E-161
BACE1	-0.001795683	0.001950608	-0.001950608	0.037097309
BACH1	-0.001401282	0.002097014	-0.002097014	0.251691974
BACH2	-0.067618845	-0.060804014	0.060804014	5.96995E-84
BAD	0.023560584	0.026547457	-0.026547457	2.49708E-52
BAG4	-0.011306125	-0.006916622	0.006916622	1.79979E-17
BAG5	-0.010576319	-0.007303538	0.007303538	8.81809E-17
BAHCC1	-0.002301962	0.000380017	-0.000380017	0.002073429
BAIAP2	0.031891223	0.038361699	-0.038361699	1.59469E-33
BAIAP3	0.051049818	0.05589892	-0.05589892	3.60206E-95
BANP	0.009886633	0.013535724	-0.013535724	1.73036E-07
BAP1	0.026105395	0.029129389	-0.029129389	1.37908E-63
BASP1	0.051567846	0.060558319	-0.060558319	8.2581E-49
BAZ1B	-0.059340955	-0.053883773	0.053883773	3.3687E-108
BAZ2A	0.000290942	0.00469012	-0.00469012	5.17105E-09
BAZ2B	-0.040592832	-0.03271921	0.03271921	3.12306E-33
BBIP1	0.000941905	0.004073146	-0.004073146	0.001532786
BBS2	-0.004160614	1.40207E-05	-1.40207E-05	4.0836E-07
BBS7	-0.004877708	-0.001195016	0.001195016	4.01409E-05
BBS9	0.038179843	0.045650382	-0.045650382	4.04359E-64
BBX	-0.012624774	-0.006262566	0.006262566	1.12737E-10
BCAN	0.026833302	0.029847578	-0.029847578	5.83221E-70
BCAP29	0.009622084	0.015469883	-0.015469883	3.36364E-11
BCAP31	0.012104309	0.015835892	-0.015835892	3.82407E-10
BCAR1	0.017401524	0.021323619	-0.021323619	6.63317E-24
BCAR3	-0.017300088	-0.014129632	0.014129632	9.04329E-32
BCAS3	-0.105213583	-0.095922432	0.095922432	6.3896E-108
BCAS4	0.00322178	0.006515837	-0.006515837	3.1242E-07
BCAT1	0.005164718	0.009062475	-0.009062475	0.02683209
BCAT2	0.00627589	0.009040824	-0.009040824	5.19501E-10
BCCIP	-0.005138902	-0.002497841	0.002497841	4.70637E-05
BCKDHB	-0.008875826	-0.003550051	0.003550051	2.79248E-10
BCL11A	-0.060522414	-0.053210583	0.053210583	1.85294E-58
BCL11B	0.019025592	0.023964054	-0.023964054	4.13551E-13
BCL2	-0.05819155	-0.052025756	0.052025756	2.36362E-78
BCL2L1	0.000769427	0.004116764	-0.004116764	1.10611E-05
BCL2L13	-0.0083956	-0.004404475	0.004404475	3.21069E-06
BCL7A	-0.020791312	-0.016852285	0.016852285	1.60383E-28
BCL9	0.002527835	0.005442422	-0.005442422	0.169690744
BCLAF1	-0.036977937	-0.03102408	0.03102408	2.88269E-39
BCLAF3	-0.029386704	-0.025488238	0.025488238	2.56345E-55
BCO2	0.010987434	0.013526767	-0.013526767	4.24313E-18
BCOR	0.069741637	0.073256749	-0.073256749	0
BCR	-0.004601006	-0.00031026	0.00031026	6.76736E-05
BDH1	-0.045609555	-0.040898566	0.040898566	4.89533E-84
BDP1	-0.162341986	-0.154664614	0.154664614	0
BEGAIN	-0.014100939	-0.01032592	0.01032592	1.09072E-15
BEND6	-0.042436793	-0.037318156	0.037318156	2.24431E-59
BEX1	-0.009186101	-0.004825084	0.004825084	0.000118092
BEX2	-0.015063685	-0.011217877	0.011217877	1.99469E-14
BEX3	-0.009739153	-0.005013629	0.005013629	1.22014E-08
BEX4	0.000359034	0.004788003	-0.004788003	0.438886183
BHLHB9	-0.05646852	-0.052719705	0.052719705	8.38E-221
BHLHE40	-0.006905791	-0.003996744	0.003996744	6.41067E-22
BICC1	-0.087870254	-0.081339964	0.081339964	6.7708E-156
BICD1	-0.074915438	-0.066328935	0.066328935	2.12457E-64
BICD2	0.005160881	0.007711714	-0.007711714	9.63508E-07
BICDL1	-0.018843413	-0.013223933	0.013223933	6.59097E-13
BICRAL	-0.041272168	-0.03478658	0.03478658	1.17016E-35
BID	-0.010122595	-0.006716894	0.006716894	3.51596E-09
BIN1	0.123007692	0.129790743	-0.129790743	4.4793E-272
BIN3	-0.000604876	0.002400755	-0.002400755	5.80485E-05
BIRC2	-0.005808947	-0.002826181	0.002826181	5.51169E-18
BIRC6	-0.075629248	-0.06689788	0.06689788	1.58867E-63
BLCAP	0.021282701	0.026695551	-0.026695551	4.55237E-19
BLZF1	-0.001629625	0.001444403	-0.001444403	0.002409813
BMERB1	0.141348649	0.144795951	-0.144795951	0
BMP2K	-0.023295464	-0.019170767	0.019170767	1.75076E-37
BMPER	-0.095743696	-0.087579447	0.087579447	1.8961E-118
BMPR1A	-0.004111043	0.001181281	-0.001181281	0.000199815
BMPR2	-0.044346126	-0.036086924	0.036086924	2.48002E-30
BMS1	-0.017879954	-0.014164553	0.014164553	8.4619E-25
BMT2	0.002144749	0.007548799	-0.007548799	1.19786E-06
BNIP3	0.021208806	0.025612509	-0.025612509	5.32989E-26
BNIP3L	-0.021186864	-0.014571757	0.014571757	5.57354E-15
BOD1L1	-0.057666093	-0.051627056	0.051627056	1.28663E-84
BORCS5	-0.008955378	-0.005266008	0.005266008	3.65696E-07
BPTF	-0.10431017	-0.09631937	0.09631937	1.0533E-143
BRAF	-0.037878187	-0.02928928	0.02928928	2.98653E-18
BRAP	-0.005790602	-0.003026927	0.003026927	4.05338E-05
BRAT1	0.028570212	0.031832449	-0.031832449	4.77941E-66
BRCC3	-0.010873078	-0.00784061	0.00784061	6.28893E-13
BRD1	-0.026964875	-0.023575047	0.023575047	4.93512E-60
BRD2	0.023976663	0.027534067	-0.027534067	3.11962E-45
BRD3	-0.001148748	0.001883851	-0.001883851	0.002312304
BRD4	0.003475527	0.009889875	-0.009889875	3.22269E-05
BRD7	0.003324308	0.005880941	-0.005880941	1.24243E-09
BRD8	0.013067436	0.015776475	-0.015776475	8.2585E-28
BRD9	-0.019339997	-0.016164916	0.016164916	1.42965E-53
BRF1	0.021368531	0.025610043	-0.025610043	5.24418E-29
BRI3	-0.008855391	-0.005542891	0.005542891	5.6434E-17
BRI3BP	0.000250579	0.003886162	-0.003886162	0.169747346
BRINP1	-0.067914862	-0.05992991	0.05992991	1.96407E-61
BRINP2	-0.071352822	-0.064082195	0.064082195	5.58884E-82
BRINP3	-0.07803349	-0.069148142	0.069148142	3.01024E-76
BRK1	0.008099346	0.011272365	-0.011272365	3.92804E-06
BRMS1L	-0.004469082	-0.000981503	0.000981503	0.005237311
BRSK1	0.046387312	0.050556029	-0.050556029	7.143E-123
BRSK2	0.051360985	0.057665358	-0.057665358	3.13942E-74
BRWD1	-0.065617809	-0.057094397	0.057094397	1.20851E-55
BRWD3	-0.007743123	-0.003736105	0.003736105	2.30023E-10
BSDC1	-0.028702249	-0.023705025	0.023705025	4.50196E-33
BSG	0.119320321	0.126308508	-0.126308508	1.4904E-240
BSN	-0.016056649	-0.010014325	0.010014325	3.89072E-08
BTAF1	-0.023870306	-0.019045479	0.019045479	5.10749E-26
BTBD1	-0.009203443	-0.005883119	0.005883119	1.54539E-11
BTBD10	-0.061267812	-0.055111524	0.055111524	2.90457E-90
BTBD11	0.008639297	0.013786361	-0.013786361	1.00213E-06
BTBD2	0.029131001	0.033734394	-0.033734394	1.81477E-48
BTBD3	-0.007276852	-0.002310743	0.002310743	4.025E-08
BTBD7	-0.006284297	-0.00139054	0.00139054	2.64832E-07
BTBD8	-0.036344469	-0.029276608	0.029276608	1.3771E-26
BTBD9	-0.065700828	-0.056109673	0.056109673	2.02808E-40
BTF3L4	-0.010182412	-0.006379406	0.006379406	9.01739E-10
BTG1	0.005414027	0.008255207	-0.008255207	0.000969998
BTRC	-0.011332007	-0.003877624	0.003877624	2.67314E-06
BZW1	0.040703071	0.043103745	-0.043103745	8.3686E-254
BZW2	-0.002724625	0.001346024	-0.001346024	5.12201E-05
C11orf49	-0.051429515	-0.044610005	0.044610005	1.3761E-49
C11orf58	-0.011491888	-0.006720438	0.006720438	9.24687E-12
C11orf68	0.022800712	0.025972548	-0.025972548	3.18542E-45
C11orf80	-0.040223245	-0.033964347	0.033964347	3.49534E-39
C11orf87	-0.00787321	-0.003514148	0.003514148	2.02391E-07
C12orf4	-0.014737014	-0.011116772	0.011116772	2.59323E-17
C12orf76	-0.003296533	0.000462783	-0.000462783	1.09003E-16
C14orf132	-0.004257881	-8.27613E-05	8.27613E-05	0.000134597
C16orf72	-0.062640167	-0.057700879	0.057700879	1.7304E-156
C16orf87	-0.015580797	-0.012357262	0.012357262	1.95902E-23
C16orf95	-0.001543682	0.001179616	-0.001179616	0.242941837
C18orf25	-0.019051227	-0.014413345	0.014413345	1.54109E-19
C19orf12	-0.016730821	-0.012842544	0.012842544	5.19465E-26
C1D	0.002452854	0.005995349	-0.005995349	0.002376002
C1GALT1	-0.007740794	-0.003690372	0.003690372	9.63401E-10
C1orf115	0.019344484	0.023237929	-0.023237929	1.21901E-39
C1orf159	-0.012248667	-0.0083749	0.0083749	1.12979E-10
C1orf21	-0.002336382	0.005066669	-0.005066669	1.03237E-06
C1orf216	0.008045115	0.011274844	-0.011274844	7.227E-10
C1orf52	-0.000545638	0.00234819	-0.00234819	9.98378E-06
C1QTNF4	0.00519872	0.008955973	-0.008955973	0.024289923
C2CD2	0.004803825	0.008362127	-0.008362127	4.81641E-07
C2CD2L	0.002676563	0.005240876	-0.005240876	0.124047699
C2CD3	-0.005763414	-0.001973771	0.001973771	0.000136347
C2CD5	-0.170074249	-0.16123048	0.16123048	5.076172602e-313
C2orf69	-0.000147605	0.002612166	-0.002612166	0.030217262
C2orf72	-0.026517223	-0.021895023	0.021895023	3.77213E-50
C2orf80	-0.00117497	0.001450178	-0.001450178	7.53365E-05
C2orf88	0.011335515	0.01434229	-0.01434229	1.23345E-12
C3orf14	0.011573406	0.014580609	-0.014580609	6.63179E-14
C3orf38	-0.015401208	-0.011680124	0.011680124	7.67295E-21
C3orf70	0.004618229	0.007626851	-0.007626851	0.006121629
C4orf3	0.019349358	0.022039817	-0.022039817	4.8236E-44
C4orf48	0.072461574	0.075828165	-0.075828165	0
C4orf50	-0.001888043	0.001931434	-0.001931434	0.03008047
C5orf24	0.017783406	0.021902665	-0.021902665	6.01189E-26
C6orf62	0.018325585	0.023687975	-0.023687975	9.41371E-27
C6orf89	-0.00830959	-0.003914653	0.003914653	1.86545E-11
C7orf50	0.006790138	0.011255436	-0.011255436	2.25642E-06
C8orf34	-0.047756518	-0.040754056	0.040754056	2.64315E-59
C9orf72	-0.011620948	-0.007515449	0.007515449	8.12697E-14
C9orf85	-0.007455619	-0.004392283	0.004392283	8.51274E-11
CA10	-0.089308527	-0.081135463	0.081135463	1.1035E-102
CA11	0.056929079	0.061780762	-0.061780762	3.2597E-129
CA3	0.005283717	0.008102725	-0.008102725	0.001210558
CA5B	-0.014054842	-0.010520599	0.010520599	8.63675E-18
CA8	0.02233663	0.025235235	-0.025235235	4.56612E-52
CAAP1	-0.00924437	-0.0061443	0.0061443	1.64498E-13
CAB39	-0.006694498	-0.001427652	0.001427652	0.00031563
CAB39L	0.010576118	0.014449632	-0.014449632	6.88583E-11
CABIN1	0.001035098	0.006053891	-0.006053891	2.28066E-07
CABLES1	-0.01202832	-0.00795307	0.00795307	2.66383E-10
CABP1	-0.08622265	-0.077373582	0.077373582	3.18414E-80
CACHD1	0.013390258	0.016820186	-0.016820186	2.57533E-20
CACNA1A	-0.206459245	-0.197173917	0.197173917	0
CACNA1B	-0.172754745	-0.16358609	0.16358609	0
CACNA1C	-0.134226181	-0.125698764	0.125698764	9.0799E-206
CACNA1D	-0.121045416	-0.112028668	0.112028668	4.2863E-151
CACNA1E	0.002390532	0.010934473	-0.010934473	5.57713E-10
CACNA1I	0.032683483	0.037197668	-0.037197668	8.98875E-56
CACNA2D1	-0.093530609	-0.083452443	0.083452443	3.13493E-76
CACNA2D2	0.006563194	0.00952006	-0.00952006	2.73355E-05
CACNA2D3	-0.156067858	-0.145834898	0.145834898	9.5182E-206
CACNB1	0.022084412	0.025676779	-0.025676779	4.85008E-35
CACNB2	-0.043656467	-0.033866566	0.033866566	3.19921E-19
CACNB3	0.015128966	0.018094991	-0.018094991	1.07318E-22
CACNB4	0.254386389	0.262368755	-0.262368755	0
CACNG2	-0.073509648	-0.066800882	0.066800882	1.1758E-102
CACNG3	-0.176475735	-0.168456872	0.168456872	0
CACNG7	0.003951946	0.007624193	-0.007624193	0.000159511
CACNG8	-0.048832635	-0.042034683	0.042034683	1.02173E-59
CACUL1	-0.006681985	-0.001861604	0.001861604	4.80575E-07
CACYBP	0.02190145	0.02475925	-0.02475925	1.63158E-50
CADM1	0.063218633	0.072947902	-0.072947902	6.44683E-66
CADM2	-0.016523389	-0.011668244	0.011668244	2.16657E-16
CADM3	0.050595552	0.056737437	-0.056737437	1.26153E-59
CADM4	0.01619758	0.019142173	-0.019142173	4.22704E-26
CADPS	-0.045235912	-0.036034843	0.036034843	2.20655E-38
CADPS2	-0.175879906	-0.165453501	0.165453501	5.3282E-239
CALCOCO1	0.019297511	0.022689237	-0.022689237	3.5686E-39
CALCOCO2	-0.007367547	-0.003166656	0.003166656	2.1959E-08
CALD1	-0.018155917	-0.013339616	0.013339616	3.98743E-13
CALM1	0.236656855	0.246545225	-0.246545225	0
CALM3	0.047829946	0.055258797	-0.055258797	4.47152E-40
CALN1	-0.037026381	-0.028629249	0.028629249	2.31037E-17
CALR	0.005864962	0.009259042	-0.009259042	1.1618E-05
CALU	0.011828457	0.014780857	-0.014780857	7.9244E-18
CALY	0.06482995	0.071694188	-0.071694188	1.28862E-80
CAMK1	0.000516275	0.003836408	-0.003836408	0.203895467
CAMK1D	-0.132260997	-0.122557855	0.122557855	2.0292E-155
CAMK1G	0.009261291	0.012873631	-0.012873631	1.88045E-21
CAMK2A	-0.185101898	-0.17545727	0.17545727	5.1307E-306
CAMK2B	0.024413817	0.033660283	-0.033660283	2.94302E-17
CAMK2D	-0.032677764	-0.024598816	0.024598816	8.10873E-20
CAMK2G	-0.02305333	-0.017526384	0.017526384	3.97198E-19
CAMK2N1	0.026637453	0.034641138	-0.034641138	5.32572E-27
CAMK2N2	0.006856753	0.00961546	-0.00961546	3.09453E-07
CAMK4	-0.071982667	-0.063493095	0.063493095	4.0574E-62
CAMKK1	-0.008652149	-0.003596964	0.003596964	8.46682E-15
CAMKK2	-0.036252435	-0.031060335	0.031060335	8.21884E-48
CAMKMT	0.01599567	0.021167771	-0.021167771	3.37457E-10
CAMKV	0.059082327	0.065267483	-0.065267483	6.2537E-114
CAMLG	-0.005029001	-0.001361064	0.001361064	0.000697407
CAMSAP1	-0.020318154	-0.016231025	0.016231025	1.48623E-22
CAMSAP2	-0.022680715	-0.014172173	0.014172173	3.19062E-14
CAMSAP3	0.004922612	0.007678491	-0.007678491	1.11913E-05
CAMTA1	-0.097076607	-0.087752827	0.087752827	8.30706E-91
CAMTA2	0.025786314	0.030078894	-0.030078894	4.60548E-33
CAND1	-0.002646345	0.002065977	-0.002065977	0.010907449
CAND2	-0.006960946	-0.004400183	0.004400183	3.85251E-07
CANX	0.031148807	0.036590064	-0.036590064	1.41762E-31
CAP1	0.008669538	0.011232067	-0.011232067	3.79999E-11
CAP2	-0.068291892	-0.06091493	0.06091493	8.60032E-73
CAPN2	0.009540466	0.01216686	-0.01216686	1.28705E-19
CAPN7	0.008521918	0.012734741	-0.012734741	2.83208E-07
CAPNS1	0.029195013	0.033013059	-0.033013059	7.60002E-50
CAPRIN1	0.012056966	0.015901448	-0.015901448	1.55526E-09
CAPRIN2	-0.038320707	-0.03361937	0.03361937	2.87915E-61
CAPS2	-0.047366672	-0.041904817	0.041904817	6.52606E-67
CAPZA1	-0.001879265	0.002058202	-0.002058202	0.000230488
